,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.0,0,0,0,0.0,0.0,0.0
1,0.0,0,0,0,0.0,0.0,0.0
2,1.589213948032319,173,959,89,173.0,755.0,15.567811957394415
3,0.8260208245402817,100,710,45,100.0,589.0,15.481352985633
4,0.0,0,0,0,0.0,0.0,0.0
5,0.0,0,0,0,0.0,0.0,0.0
6,0.6340684849949291,73,611,40,73.0,483.0,16.37277346303925
7,0.40536419729519657,54,377,31,54.0,318.0,16.14231448416299
8,0.0,0,0,0,0.0,0.0,0.0
9,0.0,0,0,0,0.0,0.0,0.0
10,2.6932354523037514,385,2317,157,385.0,1875.0,16.43580607209074
11,1.8255317666953603,250,1468,121,250.0,1193.0,16.882407230932216
12,0.0,0,0,0,0.0,0.0,0.0
13,0.0,0,0,0,0.0,0.0,0.0
14,4.143609766329432,577,3443,199,577.0,2797.0,17.37362707048405
15,2.0702878647265233,283,1539,133,283.0,1260.0,17.323039893741907
16,0.0,0,0,0,0.0,0.0,0.0
17,0.0,0,0,0,0.0,0.0,0.0
18,0.19245506537110707,7,24,7,7.0,22.0,12.861516211714537
19,0.11575263041703446,4,33,4,4.0,26.0,11.666237210142537
20,0.0,0,0,0,0.0,0.0,0.0
21,0.0,0,0,0,0.0,0.0,0.0
22,0.04036450057415612,2,13,2,2.0,6.0,10.040756660992116
23,0.14065487686521133,6,11,6,6.0,9.0,14.488912983176983
24,0.0,0,0,0,0.0,0.0,0.0
25,0.0,0,0,0,0.0,0.0,0.0
26,0.2660636676569165,29,179,18,29.0,168.0,15.679238296366995
27,0.4251995850772712,32,155,23,32.0,142.0,15.333857055219015
28,0.0,0,0,0,0.0,0.0,0.0
29,0.0,0,0,0,0.0,0.0,0.0
30,0.18923502042332935,13,86,11,13.0,59.0,14.951644363960146
31,0.15651307110448523,12,75,10,12.0,61.0,15.499026149338077
