train_loss,train_acc,epoch,step,val_loss,val_acc
3.222909450531006,0.5086206793785095,0,3,,
,,0,3,2.585322380065918,0.48633334040641785
0.6818099021911621,0.5862069129943848,1,7,,
,,1,7,2.3719394207000732,0.48633334040641785
3.3350956439971924,0.5344827771186829,2,11,,
,,2,11,0.5770584940910339,0.7143333554267883
2.4169840812683105,0.4913793206214905,3,15,,
,,3,15,1.8274704217910767,0.5307499766349792
0.5940216779708862,0.7586206793785095,4,19,,
,,4,19,1.449090838432312,0.6227499842643738
1.0125744342803955,0.6896551847457886,5,23,,
,,5,23,1.0026150941848755,0.675083339214325
0.63382887840271,0.75,6,27,,
,,6,27,0.5304886698722839,0.7677500247955322
0.39045393466949463,0.7844827771186829,7,31,,
,,7,31,0.687136173248291,0.7277500033378601
0.4814043343067169,0.7758620977401733,8,35,,
,,8,35,0.5807125568389893,0.7848333120346069
0.2761274576187134,0.8879310488700867,9,39,,
,,9,39,0.4740429222583771,0.8188333511352539
0.15088525414466858,0.9568965435028076,10,43,,
,,10,43,0.5016987919807434,0.8066666722297668
0.1423579305410385,0.9224137663841248,11,47,,
,,11,47,0.5376409888267517,0.8147500157356262
0.08461780846118927,0.9741379022598267,12,51,,
,,12,51,0.5305436849594116,0.8255000114440918
0.05829951912164688,0.9913793206214905,13,55,,
,,13,55,0.5601877570152283,0.8270833492279053
0.04745114967226982,0.982758641242981,14,59,,
,,14,59,0.5805698037147522,0.8259166479110718
0.02909211441874504,1.0,15,63,,
,,15,63,0.6251036524772644,0.8264999985694885
0.03401700034737587,1.0,16,67,,
,,16,67,0.6156774163246155,0.831083357334137
0.011007898487150669,1.0,17,71,,
,,17,71,0.6374610066413879,0.8337500095367432
0.010404513217508793,1.0,18,75,,
,,18,75,0.6513240933418274,0.8345833420753479
0.006350022275000811,1.0,19,79,,
,,19,79,0.6723641157150269,0.8350833058357239
0.009466848336160183,1.0,20,83,,
,,20,83,0.6810697317123413,0.8349166512489319
0.005289090797305107,1.0,21,87,,
,,21,87,0.6912732124328613,0.8343333601951599
0.004828964825719595,1.0,22,91,,
,,22,91,0.7039400935173035,0.8327500224113464
0.004605518653988838,1.0,23,95,,
,,23,95,0.7148217558860779,0.8336666822433472
0.003836000571027398,1.0,24,99,,
,,24,99,0.7207926511764526,0.8342499732971191
0.0031788989435881376,1.0,25,103,,
,,25,103,0.7290546894073486,0.8335833549499512
0.0035420446656644344,1.0,26,107,,
,,26,107,0.738823413848877,0.8345000147819519
0.0031896161381155252,1.0,27,111,,
,,27,111,0.7414940595626831,0.8346666693687439
0.0026665644254535437,1.0,28,115,,
,,28,115,0.7492245435714722,0.8353333473205566
0.0033586639910936356,1.0,29,119,,
,,29,119,0.7547643780708313,0.8354166746139526
0.00321284425444901,1.0,30,123,,
,,30,123,0.7624041438102722,0.8345000147819519
0.0019005939830094576,1.0,31,127,,
,,31,127,0.7603650093078613,0.8349166512489319
0.002684351522475481,1.0,32,131,,
,,32,131,0.7654898166656494,0.8351666927337646
0.002173059154301882,1.0,33,135,,
,,33,135,0.7757291793823242,0.8353333473205566
0.0024222356732934713,1.0,34,139,,
,,34,139,0.7910730242729187,0.8353333473205566
0.002819098299369216,1.0,35,143,,
,,35,143,0.8005051016807556,0.8349999785423279
0.002658914541825652,1.0,36,147,,
,,36,147,0.8050918579101562,0.8349999785423279
0.0022472075652331114,1.0,37,151,,
,,37,151,0.8078054189682007,0.8349166512489319
0.0018400450935587287,1.0,38,155,,
,,38,155,0.8087457418441772,0.8349166512489319
0.0016367684584110975,1.0,39,159,,
,,39,159,0.8116527795791626,0.8346666693687439
0.0022659150417894125,1.0,40,163,,
,,40,163,0.8151554465293884,0.8348333239555359
0.0016040165210142732,1.0,41,167,,
,,41,167,0.8172760605812073,0.8348333239555359
0.0014816545881330967,1.0,42,171,,
,,42,171,0.8194898366928101,0.8347499966621399
0.0013678469695150852,1.0,43,175,,
,,43,175,0.8221069574356079,0.8347499966621399
0.001961768139153719,1.0,44,179,,
,,44,179,0.8244134783744812,0.8347499966621399
0.001403180998750031,1.0,45,183,,
,,45,183,0.8269892334938049,0.8348333239555359
0.0012033602688461542,1.0,46,187,,
,,46,187,0.8278219103813171,0.8347499966621399
0.0010162123944610357,1.0,47,191,,
,,47,191,0.8301144242286682,0.8346666693687439
0.0016037010354921222,1.0,48,195,,
,,48,195,0.8396121263504028,0.8345000147819519
0.0012615009909495711,1.0,49,199,,
,,49,199,0.8418996334075928,0.8344166874885559
0.0014211270026862621,1.0,50,203,,
,,50,203,0.8502306938171387,0.8347499966621399
0.0015856551472097635,1.0,51,207,,
,,51,207,0.8527320027351379,0.8346666693687439
0.0013651747722178698,1.0,52,211,,
,,52,211,0.8546457290649414,0.8348333239555359
0.0010902301874011755,1.0,53,215,,
,,53,215,0.8554618954658508,0.8349166512489319
0.0012742342660203576,1.0,54,219,,
,,54,219,0.8573209047317505,0.8349999785423279
0.00141648028511554,1.0,55,223,,
,,55,223,0.8592896461486816,0.8345000147819519
0.0012945339549332857,1.0,56,227,,
,,56,227,0.8608640432357788,0.8345833420753479
0.0008578926208429039,1.0,57,231,,
,,57,231,0.8627395033836365,0.8346666693687439
