,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_50-is_2-mom_0.9-ts_500/last.ckpt,500,2,1,random_contexts,train,1.0
1,data/relu_net/hd_50-is_2-mom_0.9-ts_500/last.ckpt,500,2,1,random_contexts,val,0.8541666666666666
2,data/relu_net/hd_50-is_2-mom_0.9-ts_500/last.ckpt,500,2,1,random_contexts,comparison,0.8726666666666667
