,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_10-is_1-mom_0.0-ts_500/last.ckpt,500,1,1,random_contexts,train,1.0
1,data/relu_net/hd_10-is_1-mom_0.0-ts_500/last.ckpt,500,1,1,random_contexts,val,0.82475
2,data/relu_net/hd_10-is_1-mom_0.0-ts_500/last.ckpt,500,1,1,random_contexts,comparison,0.8510833333333333
