,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.45945942883241236,39,862,25,39.0,711.0,14.290204191356308
1,0.6703254430729731,47,998,40,47.0,756.0,14.627415733638042
2,0.27724868726658,13,371,10,13.0,258.0,13.038288301708638
3,0.30317341861249775,20,579,16,20.0,391.0,15.226085254918466
4,0.43299167844689557,26,683,20,26.0,525.0,14.782408864771112
5,0.5335296706505415,41,830,32,41.0,630.0,15.098850445607452
6,0.47317502911363885,36,642,24,36.0,526.0,13.704169816393803
7,0.43124863243556666,44,1045,23,44.0,825.0,14.999795964555506
8,0.3909087587585248,25,753,21,25.0,547.0,14.523789725797414
9,0.35241278796817377,30,772,22,30.0,633.0,14.697005222604908
10,0.45510504779928557,35,939,29,35.0,762.0,15.392997836505156
11,0.4637901332004968,35,709,27,35.0,501.0,15.729991085689361
12,0.3509956277182279,35,752,27,35.0,626.0,15.607431599445087
13,0.19087759799943116,10,369,10,10.0,234.0,14.291913175379136
14,0.4827256418253432,40,1078,31,40.0,919.0,16.918934326817066
15,0.3216224315150666,24,618,18,24.0,487.0,15.89842664385394
