,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_1000-is_3-mom_0.0-ts_2000/last.ckpt,2000,1,1,gates_only,train,1.0
1,data/relu_net/hd_1000-is_3-mom_0.0-ts_2000/last.ckpt,2000,1,1,gates_only,val,0.7588333333333334
2,data/relu_net/hd_1000-is_3-mom_0.0-ts_2000/last.ckpt,2000,1,1,gates_only,comparison,0.773
