,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_10-is_3-mom_0.9-ts_2000/last.ckpt,2000,1,1,learned_contexts,train,
1,data/relu_net/hd_10-is_3-mom_0.9-ts_2000/last.ckpt,2000,1,1,learned_contexts,val,
2,data/relu_net/hd_10-is_3-mom_0.9-ts_2000/last.ckpt,2000,1,1,learned_contexts,comparison,
