,latent_dims,shatter_dims,train_size,context_seed,data_seed,type,acc
0,1,4,1000,2,1,train,1.0
1,1,4,1000,2,1,val,0.7774166666666666
2,1,4,1000,2,1,comparison,0.8996666666666666
