,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_20-is_2-mom_0.0-ts_2000/last.ckpt,2000,1,1,learned_contexts,train,1.0
1,data/relu_net/hd_20-is_2-mom_0.0-ts_2000/last.ckpt,2000,1,1,learned_contexts,val,0.9225833333333333
2,data/relu_net/hd_20-is_2-mom_0.0-ts_2000/last.ckpt,2000,1,1,learned_contexts,comparison,0.95325
