,latent_dims,shatter_dims,train_size,context_seed,data_seed,type,acc
0,50,1,2000,3,1,train,1.0
1,50,1,2000,3,1,val,0.8665833333333334
2,50,1,2000,3,1,comparison,0.8783333333333333
