,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_10-is_3-mom_0.9-ts_500/last.ckpt,500,1,1,gates_only,train,
1,data/relu_net/hd_10-is_3-mom_0.9-ts_500/last.ckpt,500,1,1,gates_only,val,
2,data/relu_net/hd_10-is_3-mom_0.9-ts_500/last.ckpt,500,1,1,gates_only,comparison,
