,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.14589751259084527,4,90,4,4.0,77.0,10.699768210931607
1,0.1095451216743678,2,32,2,2.0,15.0,9.128672271709803
2,0.03699631939976626,1,62,1,1.0,34.0,0.0
3,0.03727277368703761,1,60,1,1.0,41.0,0.0
4,0.040054660000334016,3,45,3,3.0,37.0,10.600368475197817
5,0.14158964945461014,4,55,4,4.0,49.0,11.002666427964446
6,0.03726434178251429,1,35,1,1.0,27.0,0.0
7,0.15166567634055578,4,81,4,4.0,48.0,11.61170081297447
8,0.14905161103717818,7,182,5,7.0,104.0,11.96114138932145
9,0.041519423420198265,5,93,5,5.0,50.0,12.488015253082697
10,0.2502090330337961,14,207,12,14.0,158.0,15.061258365235044
11,0.16578120495093024,7,192,7,7.0,169.0,13.45300195670552
12,0.03977397386566254,3,57,3,3.0,34.0,9.51366313422332
13,0.036835147520586885,1,46,1,1.0,30.0,0.0
14,0.04144098835201435,2,64,2,2.0,53.0,11.914330271694082
15,0.14059570407113403,4,95,4,4.0,65.0,12.224506815246276
16,0.16745534882528082,4,73,4,4.0,67.0,8.225811628080438
17,0.0371176817317697,1,33,1,1.0,17.0,0.0
18,0.039986746983295345,2,90,2,2.0,58.0,10.09958646016435
19,0.1405792386843891,6,114,5,6.0,81.0,12.738763023396068
20,0.14129445502068702,3,38,3,3.0,20.0,8.209569372323179
21,0.040037464997008436,3,72,3,3.0,45.0,9.960105834710395
22,0.0,0,70,0,0.0,0.0,0.0
23,0.2247689194942209,9,267,7,9.0,184.0,13.126908290359289
24,0.17331890811569645,7,96,7,7.0,52.0,13.021310083070814
25,0.04036300842082807,2,75,2,2.0,56.0,10.95032512312343
26,0.19440506242817363,7,123,7,7.0,76.0,15.176720752521843
27,0.1532591795116652,6,170,5,6.0,114.0,12.760843290037572
28,0.037154194609184475,1,33,1,1.0,13.0,0.0
29,0.11762425507636468,4,93,4,4.0,63.0,12.991359013140226
30,0.10576201042529663,3,97,3,3.0,68.0,11.918845454938785
31,0.139381853704773,4,203,4,4.0,110.0,12.766798190418061
32,0.13151662584727888,7,112,4,7.0,103.0,11.576192356024153
33,0.03789788617181824,2,93,2,2.0,31.0,5.574578467823535
34,0.03721404465217324,1,36,1,1.0,9.0,0.0
35,0.11630850775537781,5,67,5,5.0,56.0,11.753205108179147
36,0.0,0,28,0,0.0,0.0,0.0
37,0.2112249517661879,6,222,6,6.0,185.0,12.182827966207327
38,0.039210906009053935,2,15,2,2.0,2.0,9.122712508200472
39,0.09808111398965379,2,68,2,2.0,50.0,10.195794171035095
40,0.21399238843285737,8,138,7,8.0,61.0,14.15914715758276
41,0.040445674025660024,3,143,3,3.0,78.0,10.94266106041414
42,0.16097192646290315,8,126,7,8.0,98.0,12.768711666275756
43,0.16083263217664506,7,235,6,7.0,178.0,13.413429320227163
44,0.0,0,22,0,0.0,0.0,0.0
45,0.11984254750720283,4,51,4,4.0,33.0,11.297342739468892
46,0.0,0,16,0,0.0,0.0,0.0
47,0.036977133598369155,1,55,1,1.0,32.0,0.0
48,0.0399714216161344,4,125,4,4.0,109.0,9.927050834855024
49,0.15347934501572472,5,74,5,5.0,61.0,13.338612869916172
50,0.038372496351985655,2,28,2,2.0,21.0,7.374357340855929
51,0.13431419687265814,4,78,4,4.0,66.0,12.241530853236323
52,0.0,0,36,0,0.0,0.0,0.0
53,0.16008042488046986,8,259,5,8.0,195.0,11.114766925555093
54,0.044111088859802514,4,24,4,4.0,22.0,14.2822663871338
55,0.11362009655967563,4,147,4,4.0,108.0,13.59588465338266
56,0.1790299879168578,5,83,5,5.0,74.0,11.730952804642824
57,0.16625807088386205,5,116,5,5.0,91.0,11.386323453051878
58,0.1246160048894136,2,66,2,2.0,45.0,8.0247177132803
59,0.11693007952543048,4,159,4,4.0,126.0,12.765208551146616
60,0.14691030825046608,3,26,3,3.0,18.0,10.008461574934746
61,0.1741121487157478,6,153,6,6.0,119.0,12.908953037468079
62,0.09479330380264488,2,40,2,2.0,27.0,10.55005175017972
63,0.04183408610958673,2,141,2,2.0,102.0,11.673264961463586
64,0.20811321192310558,13,358,10,13.0,300.0,11.106334652531025
65,0.1279828258523809,3,21,2,3.0,16.0,8.148137350594371
66,0.1460740063968986,4,91,4,4.0,36.0,10.484802665925688
67,0.03745995888428565,1,42,1,1.0,19.0,0.0
68,0.31017286356945917,11,238,10,11.0,194.0,11.418416220749911
69,0.03668633482685085,1,72,1,1.0,27.0,0.0
70,0.14537488284154698,4,92,4,4.0,67.0,11.202902473372147
71,0.03694020017253926,1,56,1,1.0,27.0,0.0
72,0.31685662563856076,10,186,10,10.0,139.0,13.596153059118137
73,0.11763872762425476,2,29,2,2.0,14.0,8.500898073259165
74,0.19620044091286767,7,107,7,7.0,69.0,14.476241284258785
75,0.09748387482759267,3,23,3,3.0,12.0,12.029150084766052
76,0.03752404407302533,1,78,1,1.0,52.0,0.0
77,0.0,0,39,0,0.0,0.0,0.0
78,0.03731136650629612,1,66,1,1.0,41.0,0.0
79,0.04058822902770706,3,40,3,3.0,28.0,11.025634668038933
80,0.1396869688304312,3,128,3,3.0,83.0,10.339097872588283
81,0.0,0,26,0,0.0,0.0,0.0
82,0.03979429891051486,2,71,2,2.0,38.0,9.583306053983732
83,0.03728582765969283,1,58,1,1.0,39.0,0.0
84,0.11520820713967135,2,81,2,2.0,31.0,8.691470230231833
85,0.0,0,54,0,0.0,0.0,0.0
86,0.24428509104459115,11,157,9,11.0,134.0,11.753770269955224
87,0.22836159320743193,10,179,10,10.0,148.0,11.69452247113779
88,0.04046860058568459,4,85,4,4.0,49.0,10.89432775259336
89,0.0,0,34,0,0.0,0.0,0.0
90,0.04114046503550851,2,103,2,2.0,65.0,11.120639413461898
91,0.15300512855767584,5,65,5,5.0,28.0,13.605510345873551
92,0.11744705783351242,2,59,2,2.0,44.0,8.515153336388543
93,0.03659148954745279,1,50,1,1.0,30.0,0.0
94,0.1646254500674731,9,163,9,9.0,141.0,13.756596809845266
95,0.13993833394987287,4,124,4,4.0,90.0,12.831682826946544
96,0.13312321927981946,11,292,7,11.0,254.0,12.199728930167412
97,0.0,0,45,0,0.0,0.0,0.0
98,0.11862989776517364,6,88,6,6.0,76.0,13.242153309063085
99,0.0,0,27,0,0.0,0.0,0.0
100,0.16773778019041372,10,184,8,10.0,150.0,11.217785212631899
101,0.28889338441648577,13,322,10,13.0,296.0,11.443424609304946
102,0.0396254244689972,2,37,2,2.0,31.0,9.497252325837595
103,0.0370210116224696,1,52,1,1.0,29.0,0.0
104,0.20599962126741725,7,114,7,7.0,55.0,13.060995136015913
105,0.13044760149934898,5,29,4,5.0,16.0,11.619142353313983
106,0.0409897619213073,3,83,3,3.0,45.0,10.842237408787822
107,0.09104925521883944,2,40,2,2.0,18.0,10.983090774659638
108,0.14585140485291917,4,24,4,4.0,17.0,11.028528876063989
109,0.185303731870309,13,182,8,13.0,162.0,11.491634437488187
110,0.0,0,34,0,0.0,0.0,0.0
111,0.03681184688998943,1,39,1,1.0,20.0,0.0
112,0.09770880489624167,4,125,4,4.0,109.0,12.01459688112331
113,0.037124380805605345,1,16,1,1.0,10.0,0.0
114,0.03678714490034677,1,80,1,1.0,47.0,0.0
115,0.03739930257980199,1,30,1,1.0,23.0,0.0
116,0.037035265098098645,1,61,1,1.0,39.0,0.0
117,0.1562778230544545,4,89,4,4.0,42.0,10.588931089070355
118,0.04263989247233222,5,107,4,5.0,72.0,12.66338109980606
119,0.045089869389570235,6,127,6,6.0,86.0,14.866929728147547
120,0.13352831184931654,5,60,5,5.0,40.0,13.423275311475166
121,0.04002195091710012,2,33,2,2.0,21.0,9.481118712200306
122,0.1465791727567028,4,88,4,4.0,59.0,12.80021861419081
123,0.03740383096503249,1,61,1,1.0,46.0,0.0
124,0.03659549862868416,1,37,1,1.0,15.0,0.0
125,0.040019727388924765,4,91,3,4.0,66.0,10.095138287811917
126,0.13711213354091153,9,216,6,9.0,195.0,12.962184185285167
127,0.04413911694732728,11,187,7,11.0,160.0,14.239050752411572
