,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_1000-is_3-mom_0.0-ts_500/last.ckpt,500,1,1,gates_only,train,1.0
1,data/relu_net/hd_1000-is_3-mom_0.0-ts_500/last.ckpt,500,1,1,gates_only,val,0.6963333333333334
2,data/relu_net/hd_1000-is_3-mom_0.0-ts_500/last.ckpt,500,1,1,gates_only,comparison,0.72725
