,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_500-is_1-mom_0.0-ts_1000/last.ckpt,1000,1,1,gates_only,train,1.0
1,data/relu_net/hd_500-is_1-mom_0.0-ts_1000/last.ckpt,1000,1,1,gates_only,val,0.7119166666666666
2,data/relu_net/hd_500-is_1-mom_0.0-ts_1000/last.ckpt,1000,1,1,gates_only,comparison,0.72375
