,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_50-is_2-mom_0.9-ts_500/last.ckpt,500,1,1,learned_contexts,train,1.0
1,data/relu_net/hd_50-is_2-mom_0.9-ts_500/last.ckpt,500,1,1,learned_contexts,val,0.8728333333333333
2,data/relu_net/hd_50-is_2-mom_0.9-ts_500/last.ckpt,500,1,1,learned_contexts,comparison,0.9363333333333334
