train_loss,train_acc,epoch,step,val_loss,val_acc
1.2568469047546387,0.5086206793785095,0,3,,
,,0,3,1.6343120336532593,0.5136666893959045
0.8045985698699951,0.4396551847457886,1,7,,
,,1,7,0.7847219109535217,0.5149166584014893
0.6146512627601624,0.6724137663841248,2,11,,
,,2,11,0.573908269405365,0.6712499856948853
0.5348953008651733,0.7413793206214905,3,15,,
,,3,15,0.5104438662528992,0.7923333048820496
0.4923795461654663,0.7931034564971924,4,19,,
,,4,19,0.4877459406852722,0.8018333315849304
0.6126565337181091,0.6120689511299133,5,23,,
,,5,23,0.5615414381027222,0.7025833129882812
0.46506592631340027,0.7931034564971924,6,27,,
,,6,27,0.49447351694107056,0.7565000057220459
0.4283190071582794,0.7931034564971924,7,31,,
,,7,31,0.4653488099575043,0.7979166507720947
0.47544774413108826,0.7413793206214905,8,35,,
,,8,35,0.4912431538105011,0.7743333578109741
0.39964306354522705,0.8275862336158752,9,39,,
,,9,39,0.43605828285217285,0.8197500109672546
0.40548041462898254,0.8362069129943848,10,43,,
,,10,43,0.4713175594806671,0.7876666784286499
0.4578093886375427,0.75,11,47,,
,,11,47,0.44995471835136414,0.7995833158493042
0.37554997205734253,0.8362069129943848,12,51,,
,,12,51,0.45885729789733887,0.7759166955947876
0.48200955986976624,0.7586206793785095,13,55,,
,,13,55,0.45555219054222107,0.7786666750907898
0.3689451217651367,0.8534482717514038,14,59,,
,,14,59,0.4230140745639801,0.8187500238418579
0.36488375067710876,0.8362069129943848,15,63,,
,,15,63,0.41171979904174805,0.8262500166893005
0.39180266857147217,0.8362069129943848,16,67,,
,,16,67,0.4389331042766571,0.8054166436195374
0.360767126083374,0.8448275923728943,17,71,,
,,17,71,0.41086384654045105,0.8244166374206543
0.35105645656585693,0.8534482717514038,18,75,,
,,18,75,0.38381505012512207,0.8400833606719971
0.30428197979927063,0.9051724076271057,19,79,,
,,19,79,0.3791173994541168,0.8431666493415833
0.30432456731796265,0.8793103694915771,20,83,,
,,20,83,0.39728909730911255,0.8262500166893005
0.3140594959259033,0.8706896305084229,21,87,,
,,21,87,0.389851838350296,0.8321666717529297
0.39554935693740845,0.8275862336158752,22,91,,
,,22,91,0.5543480515480042,0.6963333487510681
0.3010251224040985,0.8965517282485962,23,95,,
,,23,95,0.36947375535964966,0.8454999923706055
0.2684175670146942,0.9051724076271057,24,99,,
,,24,99,0.3638690114021301,0.8479166626930237
0.24516808986663818,0.9137930870056152,25,103,,
,,25,103,0.39755716919898987,0.8290833234786987
0.2336280643939972,0.9482758641242981,26,107,,
,,26,107,0.3584573566913605,0.8496666550636292
0.27984488010406494,0.9224137663841248,27,111,,
,,27,111,0.3544086217880249,0.8525833487510681
0.25573626160621643,0.9224137663841248,28,115,,
,,28,115,0.35176730155944824,0.8546666502952576
0.294794499874115,0.8793103694915771,29,119,,
,,29,119,0.405232697725296,0.8130000233650208
0.4779804050922394,0.7413793206214905,30,123,,
,,30,123,0.5575255751609802,0.7017499804496765
0.24953553080558777,0.931034505367279,31,127,,
,,31,127,0.3638671338558197,0.8424166440963745
0.19882848858833313,0.9568965435028076,32,131,,
,,32,131,0.3414393663406372,0.8576666712760925
0.23074932396411896,0.931034505367279,33,135,,
,,33,135,0.34185856580734253,0.8550833463668823
0.21070563793182373,0.9396551847457886,34,139,,
,,34,139,0.3379787504673004,0.8598333597183228
0.22436639666557312,0.931034505367279,35,143,,
,,35,143,0.35139140486717224,0.8535833358764648
0.2728263735771179,0.8879310488700867,36,147,,
,,36,147,0.35542696714401245,0.8509166836738586
0.2190539687871933,0.931034505367279,37,151,,
,,37,151,0.3307521939277649,0.8588333129882812
0.2023579478263855,0.9482758641242981,38,155,,
,,38,155,0.3374253809452057,0.859083354473114
0.2018352746963501,0.9137930870056152,39,159,,
,,39,159,0.36511650681495667,0.8454999923706055
0.3728736639022827,0.8362069129943848,40,163,,
,,40,163,0.46103718876838684,0.7940000295639038
0.20951411128044128,0.9224137663841248,41,167,,
,,41,167,0.3395913541316986,0.8571666479110718
0.1783302277326584,0.9482758641242981,42,171,,
,,42,171,0.3325697183609009,0.859666645526886
0.18698449432849884,0.9655172228813171,43,175,,
,,43,175,0.33803045749664307,0.8547499775886536
0.1796378791332245,0.9482758641242981,44,179,,
,,44,179,0.32913556694984436,0.8610833287239075
0.1804739534854889,0.9482758641242981,45,183,,
,,45,183,0.33683285117149353,0.8546666502952576
0.19377274811267853,0.9568965435028076,46,187,,
,,46,187,0.35156238079071045,0.8480833172798157
0.13596810400485992,0.9741379022598267,47,191,,
,,47,191,0.3196645975112915,0.8620833158493042
0.19433411955833435,0.9568965435028076,48,195,,
,,48,195,0.3358302712440491,0.8550000190734863
0.16025933623313904,0.9396551847457886,49,199,,
,,49,199,0.3388524055480957,0.8535000085830688
0.18809100985527039,0.9568965435028076,50,203,,
,,50,203,0.32109636068344116,0.8645833134651184
0.19577977061271667,0.9224137663841248,51,207,,
,,51,207,0.38477566838264465,0.8334166407585144
0.2527453601360321,0.8793103694915771,52,211,,
,,52,211,0.35805651545524597,0.8445833325386047
0.22925107181072235,0.9137930870056152,53,215,,
,,53,215,0.428068608045578,0.8117499947547913
0.1539081633090973,0.9655172228813171,54,219,,
,,54,219,0.3090599775314331,0.8707500100135803
0.1476782113313675,0.982758641242981,55,223,,
,,55,223,0.3091461658477783,0.8707500100135803
0.16085049510002136,0.9655172228813171,56,227,,
,,56,227,0.3302677273750305,0.8603333234786987
0.12861117720603943,0.9741379022598267,57,231,,
,,57,231,0.30414411425590515,0.8736666440963745
0.1288009136915207,0.9741379022598267,58,235,,
,,58,235,0.3020535111427307,0.874750018119812
0.10032471269369125,1.0,59,239,,
,,59,239,0.30054232478141785,0.875166654586792
0.13950833678245544,0.9655172228813171,60,243,,
,,60,243,0.31760793924331665,0.8618333339691162
0.11081833392381668,1.0,61,247,,
,,61,247,0.3011370301246643,0.8715833425521851
0.13182002305984497,0.9568965435028076,62,251,,
,,62,251,0.34038758277893066,0.8508333563804626
0.18701855838298798,0.9224137663841248,63,255,,
,,63,255,0.34976935386657715,0.8457499742507935
0.11682328581809998,0.982758641242981,64,259,,
,,64,259,0.3006279170513153,0.8704166412353516
0.1146310493350029,0.982758641242981,65,263,,
,,65,263,0.2955528497695923,0.875
0.1522187739610672,0.9655172228813171,66,267,,
,,66,267,0.3599216341972351,0.8413333296775818
0.21169623732566833,0.8965517282485962,67,271,,
,,67,271,0.40903356671333313,0.8147500157356262
0.12114769965410233,0.982758641242981,68,275,,
,,68,275,0.29031306505203247,0.8795833587646484
0.12716145813465118,0.9741379022598267,69,279,,
,,69,279,0.30463090538978577,0.8686666488647461
0.11334751546382904,0.982758641242981,70,283,,
,,70,283,0.2897571325302124,0.8795833587646484
0.09168296307325363,1.0,71,287,,
,,71,287,0.2905927300453186,0.8761666417121887
0.11059914529323578,0.9741379022598267,72,291,,
,,72,291,0.30714502930641174,0.8673333525657654
0.0787305012345314,0.9913793206214905,73,295,,
,,73,295,0.2935287356376648,0.8777499794960022
0.08383604884147644,1.0,74,299,,
,,74,299,0.2905581593513489,0.8774999976158142
0.08774878829717636,0.9913793206214905,75,303,,
,,75,303,0.29130321741104126,0.8774166703224182
0.06737229228019714,1.0,76,307,,
,,76,307,0.28991734981536865,0.8800833225250244
0.08394145220518112,0.9913793206214905,77,311,,
,,77,311,0.304368257522583,0.8729166388511658
0.09642066806554794,0.9913793206214905,78,315,,
,,78,315,0.2964904308319092,0.8758333325386047
0.08598475903272629,1.0,79,319,,
,,79,319,0.30077236890792847,0.8709999918937683
0.07404517382383347,0.9913793206214905,80,323,,
,,80,323,0.2937488257884979,0.8765833377838135
0.10266948491334915,0.982758641242981,81,327,,
,,81,327,0.303577721118927,0.8698333501815796
0.08880788087844849,0.9913793206214905,82,331,,
,,82,331,0.29602232575416565,0.8773333430290222
0.09172511100769043,1.0,83,335,,
,,83,335,0.3038581609725952,0.8740833401679993
0.08443654328584671,0.9913793206214905,84,339,,
,,84,339,0.2860719561576843,0.8812500238418579
0.07651980221271515,0.9913793206214905,85,343,,
,,85,343,0.28547587990760803,0.8815833330154419
0.05811144411563873,1.0,86,347,,
,,86,347,0.2858078181743622,0.8818333148956299
0.10051590204238892,0.9913793206214905,87,351,,
,,87,351,0.3193238377571106,0.8614166378974915
0.06977777928113937,1.0,88,355,,
,,88,355,0.2871115803718567,0.8807500004768372
0.07948768883943558,0.9913793206214905,89,359,,
,,89,359,0.2974942922592163,0.8734166622161865
0.0784660279750824,1.0,90,363,,
,,90,363,0.29559972882270813,0.874916672706604
0.05880305543541908,1.0,91,367,,
,,91,367,0.2897960841655731,0.8790833353996277
0.08253677189350128,0.9913793206214905,92,371,,
,,92,371,0.3298327326774597,0.8634999990463257
0.07143772393465042,1.0,93,375,,
,,93,375,0.28723645210266113,0.8807500004768372
0.06920501589775085,1.0,94,379,,
,,94,379,0.28390005230903625,0.8824999928474426
0.07163897901773453,0.9913793206214905,95,383,,
,,95,383,0.29570528864860535,0.875249981880188
0.06056884303689003,1.0,96,387,,
,,96,387,0.29432666301727295,0.8756666779518127
0.06635556370019913,1.0,97,391,,
,,97,391,0.2829497158527374,0.8834166526794434
0.051525965332984924,1.0,98,395,,
,,98,395,0.28405851125717163,0.8826666474342346
0.055547408759593964,1.0,99,399,,
,,99,399,0.28638699650764465,0.8815000057220459
0.06948857754468918,1.0,100,403,,
,,100,403,0.31571757793426514,0.8651666641235352
0.07307577133178711,1.0,101,407,,
,,101,407,0.29999083280563354,0.8725000023841858
0.054110221564769745,1.0,102,411,,
,,102,411,0.2831953465938568,0.8833333253860474
0.05273139476776123,1.0,103,415,,
,,103,415,0.28513920307159424,0.8824999928474426
0.05432790890336037,1.0,104,419,,
,,104,419,0.2845863997936249,0.8828333616256714
0.05361158773303032,1.0,105,423,,
,,105,423,0.28806281089782715,0.8808333277702332
0.0482313334941864,1.0,106,427,,
,,106,427,0.28447628021240234,0.8824999928474426
0.05505923554301262,1.0,107,431,,
,,107,431,0.28932687640190125,0.8805833458900452
0.04762841388583183,1.0,108,435,,
,,108,435,0.28384312987327576,0.8827499747276306
0.04941118508577347,1.0,109,439,,
,,109,439,0.28333210945129395,0.8828333616256714
0.0437178760766983,1.0,110,443,,
,,110,443,0.28372347354888916,0.8829166889190674
0.0647624209523201,1.0,111,447,,
,,111,447,0.2984777092933655,0.878166675567627
0.06685914099216461,1.0,112,451,,
,,112,451,0.30892497301101685,0.8734166622161865
0.046045735478401184,1.0,113,455,,
,,113,455,0.28347426652908325,0.8828333616256714
0.043669216334819794,1.0,114,459,,
,,114,459,0.2835419774055481,0.8824166655540466
0.04219860956072807,1.0,115,463,,
,,115,463,0.2827692925930023,0.8836666941642761
0.03795592114329338,1.0,116,467,,
,,116,467,0.28683310747146606,0.8825833201408386
0.04332917183637619,1.0,117,471,,
,,117,471,0.2858867645263672,0.8831666707992554
0.04828305169939995,1.0,118,475,,
,,118,475,0.2837965786457062,0.8840000033378601
0.039267539978027344,1.0,119,479,,
,,119,479,0.283290296792984,0.8834166526794434
0.049766723066568375,1.0,120,483,,
,,120,483,0.29129844903945923,0.8809999823570251
0.04008808359503746,1.0,121,487,,
,,121,487,0.2829679846763611,0.8837500214576721
0.04913327842950821,1.0,122,491,,
,,122,491,0.2844656705856323,0.8831666707992554
0.03656104952096939,1.0,123,495,,
,,123,495,0.28380313515663147,0.8840833306312561
0.04696278274059296,1.0,124,499,,
,,124,499,0.28398755192756653,0.8839166760444641
0.041385672986507416,1.0,125,503,,
,,125,503,0.28948068618774414,0.8822500109672546
0.045863233506679535,1.0,126,507,,
,,126,507,0.28784170746803284,0.8836666941642761
0.030267858877778053,1.0,127,511,,
,,127,511,0.28436368703842163,0.8831666707992554
0.0369078554213047,1.0,128,515,,
,,128,515,0.2831403315067291,0.8841666579246521
0.03132760524749756,1.0,129,519,,
,,129,519,0.28512853384017944,0.8839166760444641
0.027464812621474266,1.0,130,523,,
,,130,523,0.28545865416526794,0.8847500085830688
0.03722747787833214,1.0,131,527,,
,,131,527,0.2941392958164215,0.8808333277702332
0.041762951761484146,1.0,132,531,,
,,132,531,0.28316906094551086,0.8845000267028809
0.035895973443984985,1.0,133,535,,
,,133,535,0.28303322196006775,0.8847500085830688
0.029995635151863098,1.0,134,539,,
,,134,539,0.2835662364959717,0.8842499852180481
0.03293493390083313,1.0,135,543,,
,,135,543,0.2833661437034607,0.8847500085830688
0.03175128251314163,1.0,136,547,,
,,136,547,0.28554287552833557,0.8837500214576721
0.03448508679866791,1.0,137,551,,
,,137,551,0.28788620233535767,0.8835833072662354
0.03255243971943855,1.0,138,555,,
,,138,555,0.28401046991348267,0.8841666579246521
0.03648443520069122,1.0,139,559,,
,,139,559,0.2837170958518982,0.8845000267028809
0.03363613411784172,1.0,140,563,,
,,140,563,0.28441354632377625,0.8846666812896729
0.024917559698224068,1.0,141,567,,
,,141,567,0.28389716148376465,0.8847500085830688
0.02264983579516411,1.0,142,571,,
,,142,571,0.2843310832977295,0.8847500085830688
0.032800864428281784,1.0,143,575,,
,,143,575,0.2857576906681061,0.8849999904632568
0.029236076399683952,1.0,144,579,,
,,144,579,0.2882397770881653,0.8853333592414856
0.025658277794718742,1.0,145,583,,
,,145,583,0.28465142846107483,0.8847500085830688
0.03288017958402634,1.0,146,587,,
,,146,587,0.28892192244529724,0.8844166398048401
0.03169526159763336,1.0,147,591,,
,,147,591,0.28459182381629944,0.8847500085830688
0.03176691010594368,1.0,148,595,,
,,148,595,0.28478115797042847,0.8846666812896729
0.02784416638314724,1.0,149,599,,
,,149,599,0.284371018409729,0.8849166631698608
0.028153102844953537,1.0,150,603,,
,,150,603,0.28739413619041443,0.8844166398048401
0.033982113003730774,1.0,151,607,,
,,151,607,0.2848411202430725,0.8849999904632568
0.02819216437637806,1.0,152,611,,
,,152,611,0.2876339256763458,0.8845833539962769
0.023631321266293526,1.0,153,615,,
,,153,615,0.2848874628543854,0.8850833177566528
0.030108671635389328,1.0,154,619,,
,,154,619,0.2873532176017761,0.8854166865348816
0.02568504400551319,1.0,155,623,,
,,155,623,0.2849222719669342,0.8844166398048401
0.02962498366832733,1.0,156,627,,
,,156,627,0.28660401701927185,0.8855833411216736
0.0327795147895813,1.0,157,631,,
,,157,631,0.28986912965774536,0.8843333125114441
0.026186980307102203,1.0,158,635,,
,,158,635,0.2886669933795929,0.8849166631698608
0.023149585351347923,1.0,159,639,,
,,159,639,0.28530651330947876,0.8849999904632568
0.023455677554011345,1.0,160,643,,
,,160,643,0.2855831980705261,0.8855000138282776
0.027048572897911072,1.0,161,647,,
,,161,647,0.2854830026626587,0.8849166631698608
0.02762887440621853,1.0,162,651,,
,,162,651,0.2864510416984558,0.8844166398048401
0.02746783196926117,1.0,163,655,,
,,163,655,0.28645315766334534,0.8855833411216736
0.018216334283351898,1.0,164,659,,
,,164,659,0.2858287990093231,0.8850833177566528
0.021796397864818573,1.0,165,663,,
,,165,663,0.28617992997169495,0.8852499723434448
0.025879498571157455,1.0,166,667,,
,,166,667,0.2860088050365448,0.8851666450500488
0.022564183920621872,1.0,167,671,,
,,167,671,0.28616443276405334,0.8849166631698608
0.02252797782421112,1.0,168,675,,
