,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_10-is_2-mom_0.0-ts_500/last.ckpt,500,1,1,hidden_layer,train,1.0
1,data/relu_net/hd_10-is_2-mom_0.0-ts_500/last.ckpt,500,1,1,hidden_layer,val,0.8554166666666667
2,data/relu_net/hd_10-is_2-mom_0.0-ts_500/last.ckpt,500,1,1,hidden_layer,comparison,0.9868333333333333
