,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.0,0,34,0,0.0,0.0,0.0
1,0.0,0,60,0,0.0,0.0,0.0
2,0.0,0,46,0,0.0,0.0,0.0
3,0.03761499812568908,2,88,2,2.0,67.0,5.458153020429287
4,0.03713780877485272,1,14,1,1.0,7.0,0.0
5,0.0,0,30,0,0.0,0.0,0.0
6,0.03960087933424489,2,39,2,2.0,27.0,9.386835489702696
7,0.1935554251267756,7,182,6,7.0,156.0,10.968528453451178
8,0.12584919861694924,7,163,6,7.0,139.0,13.429213766676313
9,0.12465839092899375,4,96,4,4.0,62.0,12.223825900819328
10,0.04219534100120815,6,113,6,6.0,53.0,12.401002926520736
11,0.15416896187279808,4,80,4,4.0,59.0,13.067856041812423
12,0.0,0,80,0,0.0,0.0,0.0
13,0.04205907497700364,3,51,3,3.0,20.0,12.245189996177217
14,0.12528993298812233,5,90,5,5.0,41.0,13.682988656980443
15,0.04181196960014447,4,87,4,4.0,67.0,12.208858475236486
16,0.24841142689508022,8,114,7,8.0,80.0,13.546233004654056
17,0.11604894632020911,3,108,3,3.0,57.0,11.203004167206345
18,0.0368189752268991,2,69,2,2.0,44.0,3.6946754805053916
19,0.04216105169724398,5,105,5,5.0,67.0,12.416780806887875
20,0.03697851339366909,2,72,2,2.0,49.0,4.943675101378008
21,0.036650904100042264,1,70,1,1.0,30.0,0.0
22,0.03723722934314776,4,219,4,4.0,172.0,5.763959190365267
23,0.14829409968342783,6,157,6,6.0,134.0,13.728820996059916
24,0.18773171125375054,8,139,7,8.0,118.0,14.203422827590561
25,0.13820950619142458,6,126,5,6.0,104.0,13.862837404795831
26,0.037351896944048245,1,58,1,1.0,37.0,0.0
27,0.03720866898907952,1,59,1,1.0,35.0,0.0
28,0.03968804990708906,2,35,2,2.0,9.0,9.470240770575476
29,0.08711973243602451,2,37,2,2.0,24.0,11.48265768800212
30,0.0,0,61,0,0.0,0.0,0.0
31,0.037217675167566716,1,51,1,1.0,40.0,0.0
32,0.03722593897450315,1,16,1,1.0,10.0,0.0
33,0.037154194609184475,1,27,1,1.0,14.0,0.0
34,0.0,0,42,0,0.0,0.0,0.0
35,0.03745995888428565,1,27,1,1.0,18.0,0.0
36,0.0,0,22,0,0.0,0.0,0.0
37,0.03676739273308669,1,22,1,1.0,14.0,0.0
38,0.03842994321206736,3,83,3,3.0,61.0,7.892760350550816
39,0.1594998572536425,6,151,5,6.0,107.0,10.347075066133478
40,0.0858243589256611,2,190,2,2.0,78.0,11.651723566396603
41,0.12165706172379392,3,63,3,3.0,30.0,11.437690448305071
42,0.23441471231491293,10,153,10,10.0,112.0,14.281429192016342
43,0.10218739649652897,2,81,2,2.0,51.0,9.79257935785922
44,0.14145310349614404,9,306,9,9.0,269.0,15.315976840158632
45,0.16495787371132206,4,42,4,4.0,15.0,13.446327380306409
46,0.25331194336688195,14,280,13,14.0,229.0,14.630004788763525
47,0.17332998999363333,7,109,7,7.0,77.0,15.47690718899478
48,0.04109571303253838,4,125,4,4.0,108.0,11.679116871239717
49,0.1703448553778472,4,88,4,4.0,45.0,11.716866806613469
50,0.20656138049765263,9,105,7,9.0,80.0,12.33470958860141
51,0.20347672060190566,6,63,6,6.0,44.0,11.775369195397948
52,0.13992258881719502,6,99,5,6.0,82.0,12.804324917137713
53,0.03754442959316653,1,88,1,1.0,40.0,0.0
54,0.13850368737567884,10,179,5,10.0,159.0,11.949764122609196
55,0.12399328561970173,3,108,3,3.0,68.0,11.3922109329027
56,0.21136241085680646,10,166,8,10.0,115.0,14.336057662601464
57,0.13304813555707204,5,115,5,5.0,86.0,13.621831145723357
58,0.16349639896568524,5,98,5,5.0,71.0,13.65756590946014
59,0.12760953181325593,3,47,3,3.0,29.0,12.652732807826364
60,0.04148361153684134,3,112,3,3.0,51.0,11.797849402162248
61,0.16565926913432957,7,88,6,7.0,53.0,14.41954793410011
62,0.037552124680498594,1,86,1,1.0,59.0,0.0
