,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_50-is_3-mom_0.9-ts_2000/last.ckpt,2000,1,1,hidden_layer,train,1.0
1,data/relu_net/hd_50-is_3-mom_0.9-ts_2000/last.ckpt,2000,1,1,hidden_layer,val,0.93925
2,data/relu_net/hd_50-is_3-mom_0.9-ts_2000/last.ckpt,2000,1,1,hidden_layer,comparison,0.99475
