,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.13310949086081444,5,61,5,5.0,53.0,14.44843371786135
1,0.0982392822204357,5,136,5,5.0,115.0,15.136350017930821
2,0.09980521680036655,3,44,3,3.0,27.0,11.472734824410276
3,0.039565749107425635,2,49,2,2.0,41.0,9.622140653530831
4,0.0,0,95,0,0.0,0.0,0.0
5,0.2575874193102271,17,336,14,17.0,208.0,14.320584746614438
6,0.03717932463142733,1,37,1,1.0,11.0,0.0
7,0.13946041646426263,5,99,5,5.0,73.0,12.576502865242537
8,0.0,0,56,0,0.0,0.0,0.0
9,0.10132208970644321,2,84,2,2.0,47.0,9.8695178655426
10,0.17821076845704006,5,88,5,5.0,73.0,12.000301391850503
11,0.03777093465764551,2,32,2,2.0,19.0,7.484564165357041
12,0.11384018805431903,3,48,3,3.0,28.0,12.024639820631885
13,0.18088926043742304,4,110,4,4.0,70.0,11.534735816244158
14,0.1284827220792557,2,76,2,2.0,20.0,7.783156972899035
15,0.03929051443057464,2,64,2,2.0,36.0,9.42178068355579
16,0.039630536999726955,3,77,3,3.0,46.0,9.832461491875963
17,0.1263441492049494,6,149,6,6.0,99.0,14.479261006424442
18,0.18204873266440882,9,91,7,9.0,84.0,12.107868311437219
19,0.04101636214215735,3,59,3,3.0,36.0,11.491534303309136
20,0.08334776672733464,2,108,2,2.0,68.0,11.998481312384637
21,0.21568044794908273,11,370,10,11.0,267.0,13.418582202190107
22,0.141407028004008,3,79,3,3.0,59.0,10.51865395695068
23,0.1928908327782258,13,141,10,13.0,105.0,13.109154698586204
24,0.13747264851184623,6,83,5,6.0,75.0,11.43642442014849
25,0.14795124897514403,5,82,4,5.0,53.0,12.22019843933876
26,0.03719360039882838,1,80,1,1.0,39.0,0.0
27,0.13792825977245127,4,62,4,4.0,32.0,10.962610157156043
28,0.03678974823068721,1,31,1,1.0,23.0,0.0
29,0.14093744406160574,2,99,2,2.0,43.0,7.096725104260149
30,0.038824637349956906,4,66,4,4.0,50.0,8.538314106728954
31,0.039908167669859766,3,85,3,3.0,26.0,10.292177363894751
32,0.03980395296300986,2,32,2,2.0,26.0,9.694342971290265
33,0.10789296296725075,3,56,3,3.0,42.0,12.835046688989282
34,0.1051146079259932,2,59,2,2.0,43.0,9.514194294128215
35,0.1057072436735401,2,21,2,2.0,13.0,9.463843697209004
36,0.0,0,38,0,0.0,0.0,0.0
37,0.042352794685870464,3,98,3,3.0,42.0,12.413882838373508
38,0.11804182376337582,4,70,4,4.0,34.0,11.61906202166274
39,0.03730076283581814,1,34,1,1.0,14.0,0.0
40,0.03754567650439785,1,36,1,1.0,11.0,0.0
41,0.04006390668235709,2,57,2,2.0,37.0,9.680195004006704
42,0.14252997528493044,4,144,4,4.0,97.0,8.944997426711701
43,0.12495677509569779,3,36,3,3.0,14.0,10.134129392151992
44,0.0,0,46,0,0.0,0.0,0.0
45,0.03717294018654055,1,41,1,1.0,32.0,0.0
46,0.16879278616650722,5,137,5,5.0,108.0,9.771382034884226
47,0.037021657730671745,1,43,1,1.0,15.0,0.0
48,0.24307435342885994,14,237,13,14.0,195.0,15.07792217933308
49,0.24535187714744616,11,235,10,11.0,175.0,14.340882653931281
50,0.1351001199365784,5,114,4,5.0,73.0,11.734275683969468
51,0.04004847277727815,2,67,2,2.0,16.0,9.686124536365094
52,0.1986931010523769,10,140,10,10.0,100.0,14.588312843602745
53,0.22454996008293762,9,227,8,9.0,158.0,13.395485141366256
54,0.19024310879186232,5,91,5,5.0,53.0,11.987375764778045
55,0.1159829780107428,3,89,3,3.0,55.0,10.916371410129054
56,0.039219702717299736,2,83,2,2.0,58.0,8.613892227371622
57,0.03885696510971097,2,118,2,2.0,68.0,8.2378941157539
58,0.16785845303970184,6,144,5,6.0,128.0,10.91740948001474
59,0.23929970224429997,9,112,8,9.0,79.0,12.031509252755868
60,0.13364967589542828,4,44,4,4.0,35.0,11.47573129007343
61,0.0,0,75,0,0.0,0.0,0.0
62,0.03899669749276545,3,82,3,3.0,30.0,9.026803881049709
63,0.24073810487862707,6,57,6,6.0,36.0,11.388142533842991
64,0.0,0,46,0,0.0,0.0,0.0
65,0.0405716706392182,2,70,2,2.0,60.0,11.149967234557462
66,0.041696388356423676,4,97,4,4.0,69.0,12.17910615236817
67,0.04097323417881019,4,88,4,4.0,63.0,11.204652784476647
68,0.11687781317033889,5,99,5,5.0,58.0,14.02966388421298
69,0.18464853521957347,8,182,8,8.0,125.0,13.668838604635097
70,0.13075972378261635,3,75,3,3.0,54.0,10.774089088266566
71,0.1175095985680647,3,104,3,3.0,72.0,10.773810076932769
72,0.17266715249362788,5,86,5,5.0,66.0,13.786669208111894
73,0.1217023591055468,2,111,2,2.0,57.0,8.216785009488925
74,0.19922882537228015,8,234,7,8.0,186.0,13.7739156511199
75,0.2806753422186842,8,145,8,8.0,129.0,12.121054513840448
76,0.10836615953345434,2,53,2,2.0,32.0,9.22797353567999
77,0.037322676386655554,1,119,1,1.0,79.0,0.0
78,0.20900669628413404,6,129,6,6.0,79.0,11.752012785628922
79,0.04017803202191917,2,105,2,2.0,39.0,10.140767831326118
80,0.10066943792304132,3,76,3,3.0,37.0,11.529361838077621
81,0.04040586963800935,3,72,3,3.0,38.0,10.706437656061318
82,0.03736577582478837,2,71,2,2.0,52.0,4.128378203650104
83,0.10197475230587474,3,54,3,3.0,23.0,12.273580498328434
84,0.12423163659834312,4,64,3,4.0,39.0,11.58506887806562
85,0.11022603626854219,3,109,3,3.0,65.0,11.283882774273271
86,0.09954959381589011,5,60,5,5.0,34.0,13.72419809402743
87,0.1843674134164842,9,88,9,9.0,55.0,13.195449298270574
88,0.03979099106728328,2,58,2,2.0,42.0,9.607208481928621
89,0.0,0,38,0,0.0,0.0,0.0
90,0.33346539660524105,15,183,11,15.0,160.0,12.928785185393538
91,0.14458880523997275,4,78,4,4.0,66.0,11.487826142007806
92,0.0,0,19,0,0.0,0.0,0.0
93,0.04032984113407219,3,48,3,3.0,38.0,9.917579502676212
94,0.03689155763723918,1,50,1,1.0,19.0,0.0
95,0.03699126794040406,1,53,1,1.0,22.0,0.0
96,0.0367618874146823,1,46,1,1.0,35.0,0.0
97,0.10780482580929995,4,35,4,4.0,18.0,12.436871176949717
98,0.1629003919475984,6,61,6,6.0,49.0,13.019570301512289
99,0.0,0,36,0,0.0,0.0,0.0
100,0.10130753703762667,3,35,3,3.0,27.0,13.408925213172328
101,0.10219174111656072,4,55,4,4.0,43.0,14.219066904386526
102,0.04126499088279105,2,86,2,2.0,53.0,11.91999865970983
103,0.03648766636604814,1,49,1,1.0,32.0,0.0
104,0.15431794129710455,4,103,4,4.0,68.0,10.996321035329354
105,0.15151152585644964,6,99,6,6.0,62.0,12.76374551254957
106,0.25099652097335634,13,428,11,13.0,319.0,12.614423190178153
107,0.03718243847753744,3,157,3,3.0,95.0,5.302707821160659
108,0.10911387477929045,4,102,4,4.0,73.0,11.584128995416261
109,0.04134094029639877,2,122,2,2.0,98.0,11.55922653602314
110,0.26993664846310944,12,312,10,12.0,255.0,12.130261897137121
111,0.13383020351858863,9,179,6,9.0,137.0,10.678526057791702
112,0.042946308433008534,3,102,3,3.0,54.0,12.961233895240985
113,0.07800214934755098,2,56,2,2.0,29.0,12.821552917553095
114,0.038344311518829305,4,87,4,4.0,74.0,7.570776314452254
115,0.15886468580253493,3,47,3,3.0,27.0,10.82524579540826
116,0.041382134875335506,5,108,5,5.0,56.0,11.657715563817495
117,0.042823592829361906,3,101,3,3.0,75.0,13.309868594752045
118,0.1252899469157061,4,62,4,4.0,42.0,11.929419111682934
119,0.14702757156397228,4,61,4,4.0,32.0,11.369355332418452
120,0.08666700986441296,2,80,2,2.0,64.0,11.538565844600432
121,0.10373242776560758,2,43,2,2.0,34.0,9.640480836128525
122,0.13328689818499373,5,176,4,5.0,144.0,12.965908969385858
123,0.0,0,76,0,0.0,0.0,0.0
124,0.03727058236582265,1,51,1,1.0,37.0,0.0
125,0.041720045994469705,2,50,2,2.0,36.0,11.967947116519275
126,0.1075817440831317,4,144,3,4.0,103.0,11.92931758767078
127,0.03818319175079658,2,47,2,2.0,25.0,6.685539677964242
