,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.0,0,0,0,0.0,0.0,0.0
1,0.0,0,0,0,0.0,0.0,0.0
2,0.0,0,0,0,0.0,0.0,0.0
3,0.0,0,0,0,0.0,0.0,0.0
4,0.0,0,0,0,0.0,0.0,0.0
5,0.0,0,0,0,0.0,0.0,0.0
6,0.0,0,0,0,0.0,0.0,0.0
7,0.0,0,0,0,0.0,0.0,0.0
8,0.0,0,0,0,0.0,0.0,0.0
9,0.0,0,0,0,0.0,0.0,0.0
10,0.0,0,0,0,0.0,0.0,0.0
11,0.0,0,0,0,0.0,0.0,0.0
12,0.0,0,0,0,0.0,0.0,0.0
13,0.0,0,0,0,0.0,0.0,0.0
14,0.0,0,0,0,0.0,0.0,0.0
15,0.0,0,0,0,0.0,0.0,0.0
16,0.0,0,0,0,0.0,0.0,0.0
17,0.0,0,0,0,0.0,0.0,0.0
18,0.0,0,0,0,0.0,0.0,0.0
19,0.0,0,0,0,0.0,0.0,0.0
20,0.0,0,0,0,0.0,0.0,0.0
21,0.0,0,0,0,0.0,0.0,0.0
22,0.0,0,0,0,0.0,0.0,0.0
23,0.0,0,0,0,0.0,0.0,0.0
24,0.0,0,0,0,0.0,0.0,0.0
25,0.0,0,0,0,0.0,0.0,0.0
26,0.0,0,0,0,0.0,0.0,0.0
27,0.0,0,0,0,0.0,0.0,0.0
28,0.0,0,0,0,0.0,0.0,0.0
29,0.0,0,0,0,0.0,0.0,0.0
30,0.0,0,0,0,0.0,0.0,0.0
31,0.0,0,0,0,0.0,0.0,0.0
32,0.0,0,0,0,0.0,0.0,0.0
33,0.0,0,0,0,0.0,0.0,0.0
34,0.0,0,0,0,0.0,0.0,0.0
35,0.16835753754955557,23,152,9,23.0,140.0,15.900420913334637
36,0.0,0,0,0,0.0,0.0,0.0
37,0.0,0,0,0,0.0,0.0,0.0
38,0.0,0,0,0,0.0,0.0,0.0
39,0.27847468729433017,14,123,13,14.0,99.0,14.630013982256619
40,0.0,0,0,0,0.0,0.0,0.0
41,0.0,0,0,0,0.0,0.0,0.0
42,0.0,0,0,0,0.0,0.0,0.0
43,0.6986392721161933,63,381,35,63.0,306.0,15.213509215755138
44,0.0,0,0,0,0.0,0.0,0.0
45,0.0,0,0,0,0.0,0.0,0.0
46,0.0,0,0,0,0.0,0.0,0.0
47,0.3757172581901643,21,108,16,21.0,87.0,14.345570684355355
48,0.0,0,0,0,0.0,0.0,0.0
49,0.037274930337873824,1,7,1,1.0,7.0,0.0
50,0.0,0,0,0,0.0,0.0,0.0
51,1.7947813740391134,255,1388,113,255.0,1150.0,17.08796465482559
52,0.0,0,0,0,0.0,0.0,0.0
53,0.04141337429654197,2,3,2,2.0,2.0,11.347200330804652
54,0.0,0,0,0,0.0,0.0,0.0
55,0.9524276411026819,162,887,71,162.0,749.0,16.446565439295345
56,0.0,0,0,0,0.0,0.0,0.0
57,0.0,0,4,0,0.0,0.0,0.0
58,0.0,0,1,0,0.0,0.0,0.0
59,3.705868736204057,524,3095,184,524.0,2549.0,16.38045443146672
60,0.0,0,0,0,0.0,0.0,0.0
61,0.0,0,0,0,0.0,0.0,0.0
62,0.0,0,0,0,0.0,0.0,0.0
63,0.8614940095990831,108,723,54,108.0,579.0,15.01775165067713
64,0.0,0,0,0,0.0,0.0,0.0
65,0.0,0,0,0,0.0,0.0,0.0
66,0.0,0,0,0,0.0,0.0,0.0
67,0.0,0,1,0,0.0,0.0,0.0
68,0.0,0,0,0,0.0,0.0,0.0
69,0.0,0,0,0,0.0,0.0,0.0
70,0.0,0,0,0,0.0,0.0,0.0
71,0.0,0,0,0,0.0,0.0,0.0
72,0.0,0,0,0,0.0,0.0,0.0
73,0.0,0,0,0,0.0,0.0,0.0
74,0.0,0,0,0,0.0,0.0,0.0
75,0.0,0,0,0,0.0,0.0,0.0
76,0.0,0,0,0,0.0,0.0,0.0
77,0.0,0,0,0,0.0,0.0,0.0
78,0.0,0,0,0,0.0,0.0,0.0
79,0.0,0,0,0,0.0,0.0,0.0
80,0.0,0,0,0,0.0,0.0,0.0
81,0.0,0,0,0,0.0,0.0,0.0
82,0.0,0,0,0,0.0,0.0,0.0
83,0.0,0,0,0,0.0,0.0,0.0
84,0.0,0,0,0,0.0,0.0,0.0
85,0.0,0,0,0,0.0,0.0,0.0
86,0.0,0,0,0,0.0,0.0,0.0
87,0.0,0,0,0,0.0,0.0,0.0
88,0.0,0,0,0,0.0,0.0,0.0
89,0.0,0,0,0,0.0,0.0,0.0
90,0.0,0,0,0,0.0,0.0,0.0
91,0.0,0,0,0,0.0,0.0,0.0
92,0.0,0,0,0,0.0,0.0,0.0
93,0.0,0,0,0,0.0,0.0,0.0
94,0.0,0,0,0,0.0,0.0,0.0
95,0.0,0,0,0,0.0,0.0,0.0
96,0.0,0,0,0,0.0,0.0,0.0
97,0.0,0,0,0,0.0,0.0,0.0
98,0.0,0,0,0,0.0,0.0,0.0
99,0.26269268352412456,16,107,13,16.0,91.0,15.16848665456564
100,0.0,0,0,0,0.0,0.0,0.0
101,0.0,0,0,0,0.0,0.0,0.0
102,0.0,0,0,0,0.0,0.0,0.0
103,0.28926224273437184,16,91,15,16.0,80.0,14.668657225239425
104,0.0,0,0,0,0.0,0.0,0.0
105,0.0,0,1,0,0.0,0.0,0.0
106,0.03713718490997442,1,0,1,1.0,0.0,0.0
107,0.7872142923684289,114,663,54,114.0,565.0,15.654583651447405
108,0.0,0,0,0,0.0,0.0,0.0
109,0.0,0,0,0,0.0,0.0,0.0
110,0.0,0,1,0,0.0,0.0,0.0
111,0.4001509614614228,28,140,24,28.0,115.0,15.710905716420127
112,0.0,0,0,0,0.0,0.0,0.0
113,0.0,0,4,0,0.0,0.0,0.0
114,0.0,0,0,0,0.0,0.0,0.0
115,0.8961008028750751,110,572,65,110.0,485.0,17.295892085320833
116,0.0,0,0,0,0.0,0.0,0.0
117,0.0,0,1,0,0.0,0.0,0.0
118,0.0,0,0,0,0.0,0.0,0.0
119,0.41992931152310664,48,354,29,48.0,268.0,16.37252192886399
120,0.0,0,0,0,0.0,0.0,0.0
121,0.0,0,2,0,0.0,0.0,0.0
122,0.0,0,1,0,0.0,0.0,0.0
123,2.6493774287470644,414,2612,138,414.0,2216.0,16.53043975368221
124,0.0,0,0,0,0.0,0.0,0.0
125,0.0,0,1,0,0.0,0.0,0.0
126,0.0,0,0,0,0.0,0.0,0.0
127,0.6091288821558087,80,577,41,80.0,437.0,15.597810466442116
