,latent_dims,shatter_dims,train_size,context_seed,data_seed,type,acc
0,10,2,2000,3,1,train,1.0
1,10,2,2000,3,1,val,0.8996666666666666
2,10,2,2000,3,1,comparison,0.8521666666666666
