,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.0,0,0,0,0.0,0.0,0.0
1,0.0,0,1,0,0.0,0.0,0.0
2,0.0,0,0,0,0.0,0.0,0.0
3,0.0,0,1,0,0.0,0.0,0.0
4,0.0,0,0,0,0.0,0.0,0.0
5,0.0,0,0,0,0.0,0.0,0.0
6,0.0,0,0,0,0.0,0.0,0.0
7,0.0,0,0,0,0.0,0.0,0.0
8,0.0,0,0,0,0.0,0.0,0.0
9,0.0,0,0,0,0.0,0.0,0.0
10,0.0,0,0,0,0.0,0.0,0.0
11,0.0,0,0,0,0.0,0.0,0.0
12,0.0,0,0,0,0.0,0.0,0.0
13,0.0,0,1,0,0.0,0.0,0.0
14,0.0,0,0,0,0.0,0.0,0.0
15,0.0,0,1,0,0.0,0.0,0.0
16,0.0,0,0,0,0.0,0.0,0.0
17,0.0,0,0,0,0.0,0.0,0.0
18,0.0,0,0,0,0.0,0.0,0.0
19,0.0,0,0,0,0.0,0.0,0.0
20,0.0,0,0,0,0.0,0.0,0.0
21,0.0,0,0,0,0.0,0.0,0.0
22,0.0,0,0,0,0.0,0.0,0.0
23,0.0,0,0,0,0.0,0.0,0.0
24,0.0,0,0,0,0.0,0.0,0.0
25,0.0,0,0,0,0.0,0.0,0.0
26,0.0,0,0,0,0.0,0.0,0.0
27,0.0,0,0,0,0.0,0.0,0.0
28,0.0,0,0,0,0.0,0.0,0.0
29,0.0,0,0,0,0.0,0.0,0.0
30,0.0,0,0,0,0.0,0.0,0.0
31,0.0,0,0,0,0.0,0.0,0.0
32,0.0,0,0,0,0.0,0.0,0.0
33,0.1535977481332984,4,29,4,4.0,23.0,12.202865564095426
34,0.0,0,1,0,0.0,0.0,0.0
35,0.10182084516173524,4,27,4,4.0,10.0,12.734885437293487
36,0.0,0,0,0,0.0,0.0,0.0
37,0.1892340527685058,8,78,8,8.0,61.0,12.100138806063471
38,0.0,0,0,0,0.0,0.0,0.0
39,0.3331815604507394,16,77,16,16.0,58.0,14.828929607939276
40,0.0,0,0,0,0.0,0.0,0.0
41,0.6834830393023348,54,371,33,54.0,317.0,13.650032452341737
42,0.0,0,0,0,0.0,0.0,0.0
43,0.4533174476995988,67,362,24,67.0,318.0,14.366553139510822
44,0.0,0,0,0,0.0,0.0,0.0
45,0.6532721101004708,71,524,36,71.0,429.0,14.401617030068598
46,0.0,0,0,0,0.0,0.0,0.0
47,0.8359643667090162,134,754,52,134.0,669.0,15.631894459958904
48,0.0,0,0,0,0.0,0.0,0.0
49,0.0,0,3,0,0.0,0.0,0.0
50,0.0,0,0,0,0.0,0.0,0.0
51,0.0,0,1,0,0.0,0.0,0.0
52,0.0,0,0,0,0.0,0.0,0.0
53,0.0,0,9,0,0.0,0.0,0.0
54,0.0,0,0,0,0.0,0.0,0.0
55,0.0,0,1,0,0.0,0.0,0.0
56,0.0,0,0,0,0.0,0.0,0.0
57,0.039813449006154106,2,13,2,2.0,10.0,9.477162540175009
58,0.0,0,0,0,0.0,0.0,0.0
59,0.12462075342364706,2,6,2,2.0,4.0,8.027801605227944
60,0.0,0,0,0,0.0,0.0,0.0
61,0.12223867042270785,4,28,4,4.0,21.0,11.341098206691475
62,0.0,0,0,0,0.0,0.0,0.0
63,0.0,0,12,0,0.0,0.0,0.0
64,0.0,0,0,0,0.0,0.0,0.0
65,0.0,0,0,0,0.0,0.0,0.0
66,0.0,0,0,0,0.0,0.0,0.0
67,0.037687248053116025,1,0,1,1.0,0.0,0.0
68,0.0,0,0,0,0.0,0.0,0.0
69,0.0,0,0,0,0.0,0.0,0.0
70,0.0,0,0,0,0.0,0.0,0.0
71,0.0376637168531854,1,3,1,1.0,3.0,0.0
72,0.0,0,0,0,0.0,0.0,0.0
73,0.03762832063575528,1,0,1,1.0,0.0,0.0
74,0.0,0,0,0,0.0,0.0,0.0
75,0.0,0,2,0,0.0,0.0,0.0
76,0.0,0,0,0,0.0,0.0,0.0
77,0.0,0,1,0,0.0,0.0,0.0
78,0.0,0,0,0,0.0,0.0,0.0
79,0.0,0,1,0,0.0,0.0,0.0
80,0.0,0,0,0,0.0,0.0,0.0
81,0.0,0,0,0,0.0,0.0,0.0
82,0.0,0,0,0,0.0,0.0,0.0
83,0.0,0,0,0,0.0,0.0,0.0
84,0.0,0,0,0,0.0,0.0,0.0
85,0.0,0,0,0,0.0,0.0,0.0
86,0.0,0,0,0,0.0,0.0,0.0
87,0.0,0,0,0,0.0,0.0,0.0
88,0.0,0,0,0,0.0,0.0,0.0
89,0.0,0,0,0,0.0,0.0,0.0
90,0.0,0,0,0,0.0,0.0,0.0
91,0.0,0,0,0,0.0,0.0,0.0
92,0.0,0,0,0,0.0,0.0,0.0
93,0.0,0,0,0,0.0,0.0,0.0
94,0.0,0,0,0,0.0,0.0,0.0
95,0.0,0,0,0,0.0,0.0,0.0
96,0.0,0,1,0,0.0,0.0,0.0
97,0.20854319406609412,10,60,10,10.0,51.0,13.094440709465278
98,0.0,0,0,0,0.0,0.0,0.0
99,0.11408084251206625,6,37,6,6.0,26.0,12.083614199010814
100,0.0,0,0,0,0.0,0.0,0.0
101,0.3788659888848892,33,144,23,33.0,118.0,15.113456757711603
102,0.0,0,0,0,0.0,0.0,0.0
103,0.3174734485952242,27,162,19,27.0,137.0,15.147379451836015
104,0.0,0,0,0,0.0,0.0,0.0
105,0.989571064248011,102,591,59,102.0,498.0,15.341246443343891
106,0.0,0,0,0,0.0,0.0,0.0
107,0.4331945809758681,39,236,22,39.0,200.0,15.192630496690846
108,0.0,0,0,0,0.0,0.0,0.0
109,1.0840219208774702,95,519,56,95.0,418.0,16.1524182287021
110,0.03684303295431757,1,0,1,1.0,0.0,0.0
111,0.7783956714285905,88,502,48,88.0,423.0,15.946044774255318
112,0.0,0,0,0,0.0,0.0,0.0
113,0.0,0,7,0,0.0,0.0,0.0
114,0.0,0,0,0,0.0,0.0,0.0
115,0.0,0,2,0,0.0,0.0,0.0
116,0.0,0,0,0,0.0,0.0,0.0
117,0.03931461147032441,2,6,2,2.0,4.0,7.853313036598546
118,0.0,0,0,0,0.0,0.0,0.0
119,0.0,0,5,0,0.0,0.0,0.0
120,0.0,0,0,0,0.0,0.0,0.0
121,0.1214395751630959,3,26,3,3.0,18.0,11.044447013735693
122,0.0,0,0,0,0.0,0.0,0.0
123,0.03733557799522289,1,4,1,1.0,4.0,0.0
124,0.0,0,0,0,0.0,0.0,0.0
125,0.14892158522697202,5,37,5,5.0,24.0,11.10259765320689
126,0.0,0,0,0,0.0,0.0,0.0
127,0.11155495057840698,2,15,2,2.0,11.0,8.964513787434413
128,0.0,0,0,0,0.0,0.0,0.0
129,0.0,0,0,0,0.0,0.0,0.0
130,0.0,0,0,0,0.0,0.0,0.0
131,0.0,0,0,0,0.0,0.0,0.0
132,0.0,0,0,0,0.0,0.0,0.0
133,0.0,0,0,0,0.0,0.0,0.0
134,0.0,0,0,0,0.0,0.0,0.0
135,0.03763135584550624,1,10,1,1.0,10.0,0.0
136,0.0,0,0,0,0.0,0.0,0.0
137,0.0,0,0,0,0.0,0.0,0.0
138,0.0,0,0,0,0.0,0.0,0.0
139,0.0,0,0,0,0.0,0.0,0.0
140,0.0,0,0,0,0.0,0.0,0.0
141,0.0,0,0,0,0.0,0.0,0.0
142,0.0,0,0,0,0.0,0.0,0.0
143,0.0,0,2,0,0.0,0.0,0.0
144,0.0,0,0,0,0.0,0.0,0.0
145,0.0,0,0,0,0.0,0.0,0.0
146,0.0,0,0,0,0.0,0.0,0.0
147,0.0,0,0,0,0.0,0.0,0.0
148,0.0,0,0,0,0.0,0.0,0.0
