,latent_dims,shatter_dims,train_size,context_seed,data_seed,type,acc
0,100,1,1000,3,1,train,1.0
1,100,1,1000,3,1,val,0.8850833333333333
2,100,1,1000,3,1,comparison,0.8261666666666667
