,norm,n_train,n_val,n_supp,train_acc,val_acc,radius
0,0.041288987567355086,4,16,4,4.0,8.0,12.000114978659507
1,0.1256847493859757,6,35,5,6.0,24.0,10.543234586021475
2,0.15168477534297,9,32,8,9.0,27.0,12.706262283979271
3,0.13863867865293497,14,52,6,14.0,46.0,11.677488635081124
4,0.03640905210223571,1,16,1,1.0,10.0,0.0
5,0.209921898809833,10,36,8,10.0,28.0,12.26696098218816
6,0.18602258820743045,11,86,8,11.0,73.0,14.159676198339351
7,0.29204255694383435,27,131,8,27.0,119.0,12.254289210317646
8,0.14110778209734876,2,23,2,2.0,12.0,7.089321947783111
9,0.13122026168730067,2,25,2,2.0,9.0,7.620825842866068
10,0.15375815235886164,6,45,6,6.0,35.0,13.179507812964518
11,0.12330601367289383,8,63,7,8.0,54.0,12.984796154724116
12,0.03936722747455594,2,27,2,2.0,14.0,9.33349897312808
13,0.10173778953256456,3,23,3,3.0,19.0,11.472452630552816
14,0.21013935189272906,12,92,7,12.0,74.0,13.178212415992212
15,0.266776982720356,12,64,10,12.0,56.0,12.105797069397005
16,0.03725679677447715,1,14,1,1.0,8.0,0.0
17,0.13004344151328442,3,16,3,3.0,7.0,12.45098223535957
18,0.13778335973046954,5,25,4,5.0,19.0,11.42253025986116
19,0.22133721458447797,9,52,8,9.0,40.0,11.870735517247986
20,0.0,0,14,0,0.0,0.0,0.0
21,0.04063239056077106,3,23,3,3.0,11.0,10.693462476002516
22,0.30942270478566747,15,114,12,15.0,99.0,13.280131590412497
23,0.3189652499336624,27,141,15,27.0,127.0,11.616393791596236
24,0.03678714490034677,1,21,1,1.0,12.0,0.0
25,0.14153495657921103,5,22,5,5.0,9.0,10.479687871645018
26,0.26968663334779974,16,70,13,16.0,55.0,13.2946924275777
27,0.15528705577418822,11,60,9,11.0,48.0,13.188442388150882
28,0.03715467733019312,1,15,1,1.0,6.0,0.0
29,0.03739539347751039,1,41,1,1.0,10.0,0.0
30,0.34043371677541584,27,194,16,27.0,159.0,13.002987121657839
31,0.43568512039295354,27,158,17,27.0,142.0,11.72616738057552
32,0.22260464297918442,16,82,13,16.0,65.0,14.911519362960847
33,0.3205389851300538,16,72,15,16.0,61.0,14.575624597900722
34,0.0952638090237202,2,9,2,2.0,7.0,10.50076584020073
35,0.10645163122933701,3,28,3,3.0,22.0,11.640271890253766
36,0.13595908457887296,29,154,6,29.0,141.0,11.57325610659558
37,0.22877086701098864,13,95,12,13.0,77.0,14.131603618569628
38,0.25177515335838224,14,61,11,14.0,57.0,12.270597565227835
39,0.12680668980081383,4,58,4,4.0,20.0,10.237697435961326
40,0.2250492776341612,8,55,8,8.0,43.0,13.044387022399073
41,0.25233220213447577,16,71,10,16.0,47.0,14.207041053345021
42,0.20986449750246647,6,32,6,6.0,21.0,13.188028933969777
43,0.13600876275074014,6,36,6,6.0,23.0,12.37450757889744
44,0.1827391558638869,11,72,6,11.0,55.0,13.62781326767967
45,0.2351632426171153,8,37,8,8.0,26.0,13.023671063472259
46,0.22297660077189563,10,56,9,10.0,47.0,13.14929100465142
47,0.17539993428562975,9,39,8,9.0,25.0,13.052438805174559
48,0.19463103547221405,8,20,8,8.0,15.0,14.316027703632258
49,0.043507819094471774,6,68,5,6.0,47.0,13.748868110132234
50,0.039871208393768176,2,12,2,2.0,3.0,9.613259834753443
51,0.13951719882289676,6,15,6,6.0,7.0,13.811055479928832
52,0.13681056827151478,6,29,5,6.0,18.0,13.392344340372984
53,0.24836222938743316,11,49,10,11.0,37.0,13.980438045750004
54,0.13326168967665453,5,50,5,5.0,37.0,12.822850188360254
55,0.037642278621271,2,40,2,2.0,22.0,4.991340501256363
56,0.14394160495700054,5,25,5,5.0,21.0,12.267731349637746
57,0.2452307343197701,14,44,13,14.0,37.0,14.192788358520184
58,0.037284918918694815,1,29,1,1.0,10.0,0.0
