,model,train_size,context_seed,data_seed,objective,type,acc
0,data/relu_net/hd_50-is_2-mom_0.9-ts_1000/last.ckpt,1000,1,1,learned_contexts,train,1.0
1,data/relu_net/hd_50-is_2-mom_0.9-ts_1000/last.ckpt,1000,1,1,learned_contexts,val,0.9035
2,data/relu_net/hd_50-is_2-mom_0.9-ts_1000/last.ckpt,1000,1,1,learned_contexts,comparison,0.9491666666666667
